Raw Letters,Raw Values,time_idx,node_values,series
w,-0.999,797,-414.394,0
w,-0.999,798,-415.393,0
w,-0.999,799,-416.392,0
w,-0.999,800,-417.391,0
q,1,801,-416.391,0
w,-0.999,802,-417.39,0
q,1,803,-416.39,0
w,-0.999,804,-417.389,0
w,-0.999,805,-418.388,0
w,-0.999,806,-419.387,0
w,-0.999,807,-420.386,0
q,1,808,-419.386,0
w,-0.999,809,-420.385,0
q,1,810,-419.385,0
w,-0.999,811,-420.384,0
w,-0.999,812,-421.383,0
w,-0.999,813,-422.382,0
w,-0.999,814,-423.381,0
q,1,815,-422.381,0
w,-0.999,816,-423.38,0
w,-0.999,817,-424.379,0
w,-0.999,818,-425.378,0
q,1,819,-424.378,0
w,-0.999,820,-425.377,0
q,1,821,-424.377,0
w,-0.999,822,-425.376,0
w,-0.999,823,-426.375,0
q,1,824,-425.375,0
w,-0.999,825,-426.374,0
q,1,826,-425.374,0
w,-0.999,827,-426.373,0
q,1,828,-425.373,0
w,-0.999,829,-426.372,0
q,1,830,-425.372,0
w,-0.999,831,-426.371,0
w,-0.999,832,-427.37,0
w,-0.999,833,-428.369,0
q,1,834,-427.369,0
w,-0.999,835,-428.368,0
w,-0.999,836,-429.367,0
w,-0.999,837,-430.366,0
w,-0.999,838,-431.365,0
q,1,839,-430.365,0
w,-0.999,840,-431.364,0
q,1,841,-430.364,0
q,1,842,-429.364,0
q,1,843,-428.364,0
w,-0.999,844,-429.363,0
w,-0.999,845,-430.362,0
w,-0.999,846,-431.361,0
w,-0.999,847,-432.36,0
w,-0.999,848,-433.359,0
w,-0.999,849,-434.358,0
w,-0.999,850,-435.357,0
w,-0.999,851,-436.356,0
w,-0.999,852,-437.355,0
q,1,853,-436.355,0
w,-0.999,854,-437.354,0
w,-0.999,855,-438.353,0
w,-0.999,856,-439.352,0
w,-0.999,857,-440.351,0
q,1,858,-439.351,0
w,-0.999,859,-440.35,0
q,1,860,-439.35,0
w,-0.999,861,-440.349,0
w,-0.999,862,-441.348,0
w,-0.999,863,-442.347,0
q,1,864,-441.347,0
w,-0.999,865,-442.346,0
w,-0.999,866,-443.345,0
w,-0.999,867,-444.344,0
w,-0.999,868,-445.343,0
w,-0.999,869,-446.342,0
w,-0.999,870,-447.341,0
w,-0.999,871,-448.34,0
q,1,872,-447.34,0
w,-0.999,873,-448.339,0
q,1,874,-447.339,0
q,1,875,-446.339,0
w,-0.999,876,-447.338,0
w,-0.999,877,-448.337,0
q,1,878,-447.337,0
w,-0.999,879,-448.336,0
q,1,880,-447.336,0
w,-0.999,881,-448.335,0
w,-0.999,882,-449.334,0
w,-0.999,883,-450.333,0
w,-0.999,884,-451.332,0
q,1,885,-450.332,0
w,-0.999,886,-451.331,0
w,-0.999,887,-452.33,0
w,-0.999,888,-453.329,0
q,1,889,-452.329,0
w,-0.999,890,-453.328,0
w,-0.999,891,-454.327,0
w,-0.999,892,-455.326,0
w,-0.999,893,-456.325,0
w,-0.999,894,-457.324,0
w,-0.999,895,-458.323,0
w,-0.999,896,-459.322,0
w,-0.999,897,-460.321,0
w,-0.999,898,-461.32,0
w,-0.999,899,-462.319,0
w,-0.999,900,-463.318,0
w,-0.999,901,-464.317,0
w,-0.999,902,-465.316,0
w,-0.999,903,-466.315,0
w,-0.999,904,-467.314,0
q,1,905,-466.314,0
w,-0.999,906,-467.313,0
w,-0.999,907,-468.312,0
q,1,908,-467.312,0
